,subway,totalPrice,unitPrice,houseName,room_counts,area,direction,else1,else2,elevator,position,address
1768,距离4号线文化宫站858米,460万,单价26983元/平米,博瑞都市花园  , 3室2厅 , 170.48平米 , 西 , 简装,,,低楼层(共9层)2003年建板楼  ,  优品道
1770,无,280万,单价15175元/平米,雅居乐花园  , 4室1厅 , 184.52平米 , 东北 , 精装 , 有电梯,,低楼层(共30层)2010年建板楼  ,  雅居乐
1771,无,190万,单价18256元/平米,大成郡  , 3室2厅 , 104.08平米 , 南 , 其他,,,低楼层(共15层)2015年建塔楼  ,  航空港
1772,无,320万,单价34480元/平米,建发天府鹭洲  , 3室2厅 , 92.81平米 , 北 , 精装,,,中楼层(共28层)2012年建板塔结合  ,  大源
1773,无,266万,单价18713元/平米,蓝谷地一二期  , 3室2厅 , 142.15平米 , 东南 , 其他,,,低楼层(共11层)2006年建板楼  ,  蓝谷地
1774,距离2号线羊犀立交站1160米,410万,单价30554元/平米,中海金沙府  , 3室2厅 , 134.19平米 , 东南 , 毛坯,,,中楼层(共31层)2012年建板塔结合  ,  金沙
1775,无,275万,单价20279元/平米,银都花园欣苑五期  , 3室2厅 , 135.61平米 , 南 , 其他 , 无电梯,,高楼层(共6层)2001年建板塔结合  ,  紫荆
1776,距离3号线衣冠庙站423米,200万,单价18619元/平米,王府花园  , 2室2厅 , 107.42平米 , 南 , 其他 , 有电梯,,中楼层(共18层)2002年建塔楼  ,  芳草
1777,距离3号线红牌楼站745米,102.8万,单价13346元/平米,广福桥街30号  , 2室1厅 , 77.03平米 , 东南 , 其他,,,高楼层(共7层)2000年建板楼  ,  高升桥
1778,无,160万,单价16700元/平米,蓝光富丽花城  , 3室2厅 , 95.81平米 , 东 , 其他 , 有电梯,,高楼层(共18层)2008年建板楼  ,  动物园
1779,距离4号线西南财大站754米,105万,单价15360元/平米,双顺路60号  , 2室1厅 , 68.36平米 , 东 , 简装 , 无电梯,,低楼层(共7层)2000年建板楼  ,  府南新区
1780,无,245万,单价27560元/平米,瑞升望江橡树林二期  , 3室1厅 , 88.9平米 , 东 , 其他,,,低楼层(共34层)2011年建板塔结合  ,  三官堂
1781,距离2号线牛王庙站360米,145万,单价16366元/平米,建设南村55号  , 3室2厅 , 88.6平米 , 东南 , 其他 , 无电梯,,中楼层(共7层)1990年建板楼  ,  水碾河
1782,距离1号线四河站1146米,220万,单价13979元/平米,华阳滨河花园  , 4室2厅 , 157.39平米 , 南 , 其他,,,中楼层(共6层)2003年建板塔结合  ,  华阳
1783,距离1号线广都站1113米,160万,单价20742元/平米,时代天城  , 2室2厅 , 77.14平米 , 西 , 其他 , 有电梯,,中楼层(共23层)2012年建塔楼  ,  广都
1784,距离2号线一品天下站608米,145万,单价16867元/平米,金港湾花园一期  , 2室1厅 , 85.97平米 , 东南 , 精装,,,高楼层(共6层)2003年建暂无数据  ,  茶店子
1785,无,128万,单价15136元/平米,四季映像  , 3室1厅 , 84.57平米 , 北 , 简装 , 有电梯,,中楼层(共34层)2012年建塔楼  ,  大面
1786,距离3号线昭觉寺南路站1161米,98万,单价13521元/平米,沙河新居  , 2室1厅 , 72.48平米 , 西南 , 毛坯 , 无电梯,,中楼层(共6层)1997年建板楼  ,  驷马桥
1787,无,220万,单价24499元/平米,南城都汇汇雅园二期  , 2室2厅 , 89.8平米 , 南 , 其他 , 有电梯,,中楼层(共18层)2011年建塔楼  ,  市一医院
1788,距离7号线龙爪堰站174米,185万,单价20799元/平米,丽景华庭二期  , 2室1厅 , 88.95平米 , 西 , 简装 , 有电梯,,高楼层(共16层)2006年建板楼  ,  外双楠
1789,无,145万,单价16242元/平米,翠拥天地   , 联排别墅 , 2室2厅 , 89.28平米 , 南 , 其他,,5层2005年建暂无数据  ,  华阳
1790,无,177万,单价15280元/平米,白鸽岛尚  , 3室2厅 , 115.84平米 , 西南 , 其他 , 有电梯,,中楼层(共19层)2008年建板塔结合  ,  高家庄
1791,无,172万,单价14928元/平米,牡丹御园  , 3室2厅 , 115.22平米 , 西南 , 简装,,,低楼层(共7层)2002年建板塔结合  ,  芳草
1792,距离4号线宽窄巷子站867米,124万,单价23847元/平米,上同仁路50号大院  , 2室1厅 , 52平米 , 东 , 其他,,,中楼层(共7层)1990年建板楼  ,  八宝街
1793,距离2号线牛王庙站874米,470万,单价27849元/平米,粼江峰阁  , 4室1厅 , 168.77平米 , 西北 , 简装 , 有电梯,,中楼层(共29层)2006年建板楼  ,  九眼桥
1794,距离7号线琉璃场站1051米,275万,单价30865元/平米,翡翠城四期  , 2室2厅 , 89.1平米 , 东北 , 精装,,,中楼层(共30层)2009年建板塔结合  ,  东湖
1795,距离4号线万年场站站143米,248万,单价29318元/平米,华润二十四城二期  , 3室2厅 , 84.59平米 , 南 , 简装 , 有电梯,,低楼层(共29层)2010年建塔楼  ,  万象城
1796,无,175万,单价19586元/平米,印象金沙  , 2室2厅 , 89.35平米 , 东南 , 其他 , 有电梯,,低楼层(共11层)2007年建板塔结合  ,  金沙
1797,距离1号线桐梓林站764米,200万,单价14737元/平米,阳光苑  , 3室2厅 , 135.72平米 , 东 , 其他 , 有电梯,,中楼层(共8层)2000年建板楼  ,  桐梓林
1798,无,320万,单价19445元/平米,蓝谷地三四期  , 4室2厅 , 164.57平米 , 东南 , 毛坯 , 有电梯,,高楼层(共13层)2008年建板楼  ,  蓝谷地
